,name,rating,ingredients,flavor,price
183,Gold Standard 100% Plant (684g),5.0,"Chocolate: Erbsenprotein, Reisprotein, natürliche Aromen, fettarmes Kakaopulver, Verdickungsmittel (Guarkernmehl, Xanthangummi), Zimt, Säuerungsmittel (Zitronensäure), L-Ascorbinsäure, Natriumchlorid, Süßungsmittel (Sucralose), Zimt, Granatapfelpulver, Cyanocobalamin.Vanilla: Erbsenprotein, Reisprotein, natürliche Aromen, Verdickungsmittel (Guarkernmehl, Xanthangummi), Zimt, Säuerungsmittel (Zitronensäure), L-Ascorbinsäure, Natriumchlorid, Süßungsmittel (Sucralose), Granatapfelpulver, Cyanocobalamin.Berry:Erbsenprotein, Reisprotein, natürliche Aromen, Verdickungsmittel (Guarkernmehl, Xanthangummi), Zimt, Säuerungsmittel (Zitronensäure), L-Ascorbinsäure, Farbstoff (Betenrot), Natriumchlorid, Süßungsmittel (Sucralose), Granatapfelpulver, Cyanocobalamin.",Option wählen…,"27,99 €"
184,,,,Option wählen…,
185,,,,Option wählen…,
186,,,,Option wählen…,
187,,,,Option wählen…,
188,Hafer + Insektenprotein Riegel (9x85g),5.0,"Haselnuss-Kakao: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Haselnüsse 8%, Mandeln*, Kakaopulver*, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose). *aus kontrolliert biologischem Anbau.Erdnuss-Cranberry: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Mandeln*, Cranberries 7%, Erdnüsse 4%, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose).Cashew-Blueberry: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Mandeln*, Blaubeeren 8%, Cashewnüsse 5%, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose). *aus kontrolliert biologischem Anbau. *aus kontrolliert biologischem Anbau.Macadamia-Salted Caramel: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Macadamianüsse 6%, Mandeln*, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose). *aus kontrolliert biologischem Anbau.Mixed: Haselnuss-Kakao: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Haselnüsse 8%, Mandeln*, Kakaopulver*, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose).Erdnuss-Cranberry: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Mandeln*, Cranberries 7%, Erdnüsse 4%, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose).Cashew-Blueberry: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Mandeln*, Blaubeeren 8%, Cashewnüsse 5%, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose).Macadamia-Salted Caramel: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Macadamianüsse 6%, Mandeln*, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose). *aus kontrolliert biologischem Anbau.",Option wählen…,"Unser Preis:                                                
                        44,00 €"
189,Hafer + Insektenprotein Riegel (9x85g),5.0,"Haselnuss-Kakao: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Haselnüsse 8%, Mandeln*, Kakaopulver*, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose). *aus kontrolliert biologischem Anbau.Erdnuss-Cranberry: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Mandeln*, Cranberries 7%, Erdnüsse 4%, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose).Cashew-Blueberry: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Mandeln*, Blaubeeren 8%, Cashewnüsse 5%, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose). *aus kontrolliert biologischem Anbau. *aus kontrolliert biologischem Anbau.Macadamia-Salted Caramel: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Macadamianüsse 6%, Mandeln*, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose). *aus kontrolliert biologischem Anbau.Mixed: Haselnuss-Kakao: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Haselnüsse 8%, Mandeln*, Kakaopulver*, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose).Erdnuss-Cranberry: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Mandeln*, Cranberries 7%, Erdnüsse 4%, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose).Cashew-Blueberry: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Mandeln*, Blaubeeren 8%, Cashewnüsse 5%, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose).Macadamia-Salted Caramel: Haferflocken* 21%, Proteinmischung (Insektenprotein (Buffalo-Wurm, 12%), Erbsenproteinisolat), Isomaltooligosaccharide (Präbiotischer Ballaststoff aus Tapiokastärke), Honig, Macadamianüsse 6%, Mandeln*, Schokoladenüberzug (Kakaomasse*, Zucker, Kakaobutter*), Salz, natürliche Aromen, Süßungsmittel (Sucralose). *aus kontrolliert biologischem Anbau.",Option wählen…,"Unser Preis:                                                
                        44,00 €"
190,,,,Option wählen…,
191,,,,Option wählen…,
192,,,,Option wählen…,
193,,,,Option wählen…,
194,,,,Option wählen…,
195,,,,Option wählen…,
196,,,,Option wählen…,
197,,,,Option wählen…,
198,,,,Option wählen…,
199,,,,Option wählen…,
200,,,,Option wählen…,
201,,,,Option wählen…,
202,,,,Option wählen…,
203,,,,Option wählen…,
204,,,,Option wählen…,
205,,,,Option wählen…,
206,,,,Option wählen…,
207,,,,Option wählen…,
208,Active Pro 80 (500g),4.8,"Schokolade: Milcheiweiß ( Emulgator (Soja-Lecithin)), Kakaopulver stark entölt, Molke-Eiweiß, Maltodextrin, Hühnereiklarpulver, Süßungsmittel (Aspartam, Acesulfam-Kalium), Aroma, Laktose (Magnesiumcarbonat), Vitamin C, Nicotinsäureamid, Vitamin E, Pantothenat, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Vanille: Milcheiweiß (Casein, Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Aroma, Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Erdbeer: Milcheiweiß, Maltodextrin, Molke-Eiweiß, Aroma, Säureregulator (Zitronensäure), Rote Beete Saftpulver (Rote Beete Saftkonzentrat, Maltodextrin, Säureregulator (Zitronensäure)), Hühnereiklarpulver, Magnesiumkarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Farbstoff (beta-Carotin), Folsäure, Vitamin B1. Zitrus-Quark: Milcheiweiß( Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Zitronensäure, Hühnereiklarpulver, Magnesiumcarbonat, Aroma (Soja, Laktose), Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Nicotinsäureamid, Vitamin E, Pantothenat, Riboflavin, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12. Kokos: Milcheiweiß, Maltodextrin, Molke-Eiweiß, Aroma, Hühnerei-Eiweiß, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Haselnuss: Milcheiweiß, Maltodextrin, Molke-Eiweiß, Soja-Granulat, Instantkaramell (Karamellzuckersirup, Maltodextrin), Hühnerei-Eiweiß( Säuerungsmittel (Zitronensäure)), Aroma, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Himbeere-Joguhrt: Milcheiweiß ( Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Aroma, Rote Beete Saftpulver (Rote Beete Saftkonzentrat, Maltodextrin, Antioxidationsmittel (Zitronensäure)), Säuerungsmittel (Zitronensäure), Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Nicotinamidsäureamid, Vitamin E, Pantothenat, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12. Pistazie: Milcheiweiß ( Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Aroma, Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam), beta-Carotin, Brillantblau, Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Heidelbeere-Joguhrt: Milcheiweiß ( Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Blaubeersaftpulver (Blaubeerensaft, Maisstärke, Emulgator (Soja-Lecithin)), Aroma, Säuerungsmittel (Zitronensäure), Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Mirabelle-Mascarpone: Milcheiweiß( Emulgator (Soja-Lecithin)), Maltodextrin, Aprikosenfruchtflocken (Aprikosenfruchtpulver, Maisstärke, Zucker), Molke-Eiweiß, Aroma, Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Farbstoff (Riboflavin), Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Schokolade-Brazil:Milcheiweiß, Maltodextrin, Molkeneiweiß, Süßungsmittel (Aspartam (enthält eine Phenylalaninquelle), Acesulfam-K), Hühnereieiweiß (Huhneiklar, Säureregulatro Zitronensäure), Magnesiumcarbonat, Aroma, Säurungsmittel Zitronensäure, L-Ascorbinsäure, Nicotinamid, DL-a-Tocopherolacetat, Calcium-D-Pantothenat, Farbstoff Riboflavin, Pyridoxonhydrochlorid, Riboflavin, Thiaminmononitrat, Folsäure, Cyanocobalamin.Banane: Milcheiweiß (Casein, Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Süßungsmittel (Aspartam, Acesulfam-Kalium), Hühnereiklarpulver, Magnesiumcarbonat, Aroma, Säureregulator (Zitronensäure), Vitamin C, Niacin, Vitamin E, Pantothensäure, Farbstoff (Riboflavin), Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Stracciatella: Milcheiweiß, Zartbitterschokoladenstückchen, Kakao 50% (Zucker, Kakaomasse, Kakaobutter, Butterreinfett, fettarmes Kakaopulver, Emulgator (Soja-Lecithin)), Molke-Eiweiß, Schokoladenpulver, Kakao 40% (Zucker, Kakakomasse, Kakaobutter, Emulgator (Soja-Lecithin)), Hühnerei-Eiweiß, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Aroma, Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Espresso-Macchiato: Milcheiweiß (Casein), Maltodextrin, Molke-Eiweiß, Instant-Kaffeepulver, Instantkaramell (Karamellzuckersirup, Maltodextrin), Aroma, Hühnerei-Eiweiß, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Sour Cherry: Milcheiweiß (Casein mit Emulgator Sojalecithin), Molkeneiweiß, Maltodextrin, Aroma, Rote-Bete-Saftpulver (Rote-Bete-Saftkonzentrat, Maltodextrin, Säureregulator Citronensäure), Säuerungsmittel Citronensäure, Süßstoff Aspartam, Huhneiklarpulver, Magnesiumcarbonat, Vitamin C, Farbstoff Anthocyane, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Vitamin B2, Vitamin B1, Folsäure, Vitamin B12.Caramel: Milcheiweiß, Maltodextrin, Molkeneiweiß, Aroma, Instantkaramell (Karamellzuckersirup, Maltodextrin), Hühnereiweiß (Hühnereiklar, Säureregulator Zitronensäure), Magnesiumcarbonat, Süßungsmittel (Acesulfam-K, Sucralose), Farbstoff Beta Carotin, L-Ascorbinsäure, Nicotinamid, DL-alpha-Tocopherolacetat, Calcium-D-Pantothenat, Pyridoxinhydrochlorid, Riboflavin, Thiaminmononitrat, Folsäure, Cyanocobalamin.Peanut-Cream: Milcheiweiß, stark entöltes Kakaopulver, Molkeneiweiß, Maltodextrin, Aroma (Milch, Laktose), Hühnereieiweiß (Huhneiklar, Säureregulator Zitronensäure), Süßungsmittel (Aspartam (enthält eine Phenylalaninquelle), Acesulfam-K), Magnesiumcarbonat, L-Ascorbinsäure, Nicotinamid, DL-a-Tocopherolacetat, Calcium-D-Pantothenat, Pyridoxinhydrochlorid, Riboflavin, Thiaminmononitrat, Folsäure, Cyanocobalamin.",Option wählen…,"Unser Preis:                                                
                        35,00 €"
209,Active Pro 80 (500g),4.8,"Schokolade: Milcheiweiß ( Emulgator (Soja-Lecithin)), Kakaopulver stark entölt, Molke-Eiweiß, Maltodextrin, Hühnereiklarpulver, Süßungsmittel (Aspartam, Acesulfam-Kalium), Aroma, Laktose (Magnesiumcarbonat), Vitamin C, Nicotinsäureamid, Vitamin E, Pantothenat, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Vanille: Milcheiweiß (Casein, Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Aroma, Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Erdbeer: Milcheiweiß, Maltodextrin, Molke-Eiweiß, Aroma, Säureregulator (Zitronensäure), Rote Beete Saftpulver (Rote Beete Saftkonzentrat, Maltodextrin, Säureregulator (Zitronensäure)), Hühnereiklarpulver, Magnesiumkarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Farbstoff (beta-Carotin), Folsäure, Vitamin B1. Zitrus-Quark: Milcheiweiß( Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Zitronensäure, Hühnereiklarpulver, Magnesiumcarbonat, Aroma (Soja, Laktose), Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Nicotinsäureamid, Vitamin E, Pantothenat, Riboflavin, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12. Kokos: Milcheiweiß, Maltodextrin, Molke-Eiweiß, Aroma, Hühnerei-Eiweiß, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Haselnuss: Milcheiweiß, Maltodextrin, Molke-Eiweiß, Soja-Granulat, Instantkaramell (Karamellzuckersirup, Maltodextrin), Hühnerei-Eiweiß( Säuerungsmittel (Zitronensäure)), Aroma, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Himbeere-Joguhrt: Milcheiweiß ( Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Aroma, Rote Beete Saftpulver (Rote Beete Saftkonzentrat, Maltodextrin, Antioxidationsmittel (Zitronensäure)), Säuerungsmittel (Zitronensäure), Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Nicotinamidsäureamid, Vitamin E, Pantothenat, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12. Pistazie: Milcheiweiß ( Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Aroma, Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam), beta-Carotin, Brillantblau, Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Heidelbeere-Joguhrt: Milcheiweiß ( Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Blaubeersaftpulver (Blaubeerensaft, Maisstärke, Emulgator (Soja-Lecithin)), Aroma, Säuerungsmittel (Zitronensäure), Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Mirabelle-Mascarpone: Milcheiweiß( Emulgator (Soja-Lecithin)), Maltodextrin, Aprikosenfruchtflocken (Aprikosenfruchtpulver, Maisstärke, Zucker), Molke-Eiweiß, Aroma, Hühnereiklarpulver, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Farbstoff (Riboflavin), Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Schokolade-Brazil:Milcheiweiß, Maltodextrin, Molkeneiweiß, Süßungsmittel (Aspartam (enthält eine Phenylalaninquelle), Acesulfam-K), Hühnereieiweiß (Huhneiklar, Säureregulatro Zitronensäure), Magnesiumcarbonat, Aroma, Säurungsmittel Zitronensäure, L-Ascorbinsäure, Nicotinamid, DL-a-Tocopherolacetat, Calcium-D-Pantothenat, Farbstoff Riboflavin, Pyridoxonhydrochlorid, Riboflavin, Thiaminmononitrat, Folsäure, Cyanocobalamin.Banane: Milcheiweiß (Casein, Emulgator (Soja-Lecithin)), Maltodextrin, Molke-Eiweiß, Süßungsmittel (Aspartam, Acesulfam-Kalium), Hühnereiklarpulver, Magnesiumcarbonat, Aroma, Säureregulator (Zitronensäure), Vitamin C, Niacin, Vitamin E, Pantothensäure, Farbstoff (Riboflavin), Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Stracciatella: Milcheiweiß, Zartbitterschokoladenstückchen, Kakao 50% (Zucker, Kakaomasse, Kakaobutter, Butterreinfett, fettarmes Kakaopulver, Emulgator (Soja-Lecithin)), Molke-Eiweiß, Schokoladenpulver, Kakao 40% (Zucker, Kakakomasse, Kakaobutter, Emulgator (Soja-Lecithin)), Hühnerei-Eiweiß, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Aroma, Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Espresso-Macchiato: Milcheiweiß (Casein), Maltodextrin, Molke-Eiweiß, Instant-Kaffeepulver, Instantkaramell (Karamellzuckersirup, Maltodextrin), Aroma, Hühnerei-Eiweiß, Magnesiumcarbonat, Süßungsmittel (Aspartam, Acesulfam-Kalium), Vitamin C, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Riboflavin, Thiamin, Folsäure, Vitamin B12.Sour Cherry: Milcheiweiß (Casein mit Emulgator Sojalecithin), Molkeneiweiß, Maltodextrin, Aroma, Rote-Bete-Saftpulver (Rote-Bete-Saftkonzentrat, Maltodextrin, Säureregulator Citronensäure), Säuerungsmittel Citronensäure, Süßstoff Aspartam, Huhneiklarpulver, Magnesiumcarbonat, Vitamin C, Farbstoff Anthocyane, Niacin, Vitamin E, Pantothensäure, Vitamin B6, Vitamin B2, Vitamin B1, Folsäure, Vitamin B12.Caramel: Milcheiweiß, Maltodextrin, Molkeneiweiß, Aroma, Instantkaramell (Karamellzuckersirup, Maltodextrin), Hühnereiweiß (Hühnereiklar, Säureregulator Zitronensäure), Magnesiumcarbonat, Süßungsmittel (Acesulfam-K, Sucralose), Farbstoff Beta Carotin, L-Ascorbinsäure, Nicotinamid, DL-alpha-Tocopherolacetat, Calcium-D-Pantothenat, Pyridoxinhydrochlorid, Riboflavin, Thiaminmononitrat, Folsäure, Cyanocobalamin.Peanut-Cream: Milcheiweiß, stark entöltes Kakaopulver, Molkeneiweiß, Maltodextrin, Aroma (Milch, Laktose), Hühnereieiweiß (Huhneiklar, Säureregulator Zitronensäure), Süßungsmittel (Aspartam (enthält eine Phenylalaninquelle), Acesulfam-K), Magnesiumcarbonat, L-Ascorbinsäure, Nicotinamid, DL-a-Tocopherolacetat, Calcium-D-Pantothenat, Pyridoxinhydrochlorid, Riboflavin, Thiaminmononitrat, Folsäure, Cyanocobalamin.",Option wählen…,"Unser Preis:                                                
                        35,00 €"
